agent,group,model,fit_SG,fit_VS,id,fit_DB,fit_AS,Unnamed: 0,r2,lambda,beta,tau,par
4,23,AS,312.8670783678351,369.8350927667421,34,303.18578147091443,305.2533103776147,28800,0.4437891221071626,1.1362007465354869,0.1953294842232632,0.05769502118541731,
4,23,DB,312.8670783678351,369.8350927667421,34,303.18578147091443,305.2533103776147,28800,0.4552782087570669,1.181268139133611,0.18697949402647943,0.05833409803941013,0.21630724688483488
4,23,VS,312.8670783678351,369.8350927667421,34,303.18578147091443,305.2533103776147,28800,0.44407701279381584,1.6889820358970717,0.006737946999085468,0.1256848545985127,0.116
4,23,SG,312.8670783678351,369.8350927667421,34,303.18578147091443,305.2533103776147,28800,0.4392906036639449,1.1264324434314328,0.1934139762180143,0.05528155411757567,10.404622925036417
1,23,AS,332.786079184922,345.78749007501483,35,327.9217906847081,331.0037489027585,29520,0.4264825401819734,1.529079354640057,0.01053600266799629,0.08673231394306063,
1,23,DB,332.786079184922,345.78749007501483,35,327.9217906847081,331.0037489027585,29520,0.4304333971480156,1.5817316735740978,0.008651749463187662,0.08643267277100714,0.21428570000000002
1,23,VS,332.786079184922,345.78749007501483,35,327.9217906847081,331.0037489027585,29520,0.30596750480962404,1.5264175130414228,0.006737946999085468,0.11194045452933586,0.116
1,23,SG,332.786079184922,345.78749007501483,35,327.9217906847081,331.0037489027585,29520,0.41226342025322826,1.3123109414646104,0.03142487561683897,0.0795311522664124,5.455841344404104
4,25,AS,390.9467157991119,391.3335250190127,36,380.6200745838387,378.746303849929,11520,0.37621584657079704,1.1009903837772614,0.34456872779384273,0.05497498440647165,
4,25,DB,390.9467157991119,391.3335250190127,36,380.6200745838387,378.746303849929,11520,0.36797943594971627,0.8645951955021947,0.41552227798420627,0.045402917038281795,0.21428570000000002
4,25,VS,390.9467157991119,391.3335250190127,36,380.6200745838387,378.746303849929,11520,0.38387673839272746,2.372546366707135,0.006737946999085468,0.12102881220008373,0.116
4,25,SG,390.9467157991119,391.3335250190127,36,380.6200745838387,378.746303849929,11520,0.3991882684443979,2.153748695732435,0.0648449789145718,0.09687285808731952,5.794285599184177
3,25,AS,376.34985673421903,406.5333134738507,37,372.1013689576328,376.7361122124349,18720,0.23342655247952843,1.0072957100978739,0.39300829277990895,0.05554259692586206,
3,25,DB,376.34985673421903,406.5333134738507,37,372.1013689576328,376.7361122124349,18720,0.22649608908960728,0.8008638915439135,0.45424685407786825,0.04666169480375882,0.21428570000000002
3,25,VS,376.34985673421903,406.5333134738507,37,372.1013689576328,376.7361122124349,18720,0.2222089597074673,1.361206302008949,0.2659010217475863,0.0841465354980121,0.116
3,25,SG,376.34985673421903,406.5333134738507,37,372.1013689576328,376.7361122124349,18720,0.22546538089185428,0.9748596979006642,0.38449711132975467,0.05421465569019603,14.659158981066888
1,25,AS,320.2937645111354,328.4132611833825,38,336.8609519855486,332.4628427453895,21600,0.2918379893494464,0.8660828637023513,0.24737669367582837,0.052712455750817434,
1,25,DB,320.2937645111354,328.4132611833825,38,336.8609519855486,332.4628427453895,21600,0.3004931159776928,0.8803543519077006,0.24841349605618834,0.05363884689506893,0.21428570000000002
1,25,VS,320.2937645111354,328.4132611833825,38,336.8609519855486,332.4628427453895,21600,0.23607991835404518,0.9045763658021839,0.24729953657611187,0.055433524465929106,0.11660042803878294
1,25,SG,320.2937645111354,328.4132611833825,38,336.8609519855486,332.4628427453895,21600,0.2925212512064938,0.7504599409987253,0.26145588299706385,0.04734490885815796,3.9399248689580215
2,25,AS,412.3045210150189,413.49340590232174,39,411.59778138657225,407.9089142767064,22320,0.2948684069748654,0.842029766757998,0.41273088748038056,0.048888561997872906,
2,25,DB,412.3045210150189,413.49340590232174,39,411.59778138657225,407.9089142767064,22320,0.2913799110367265,1.0216906012097617,0.3558222994016199,0.0584074904813313,0.21428570000000002
2,25,VS,412.3045210150189,413.49340590232174,39,411.59778138657225,407.9089142767064,22320,0.2714341259680403,2.1802242696517298,0.006737946999085468,0.12316881926134958,0.116
2,25,SG,412.3045210150189,413.49340590232174,39,411.59778138657225,407.9089142767064,22320,0.2721542687091124,1.2693823552041357,0.25302209073436444,0.07346195303787513,5.813520643866308
